language,director,plot,plot_length,sentiment_polarity,sentiment_subjectivity,type_token_ratio,avg_word_length,unique_word_count,pos_noun_ratio,pos_verb_ratio,pos_adj_ratio,entity_count,flesch_kincaid,lda_topic_0,lda_topic_1
American,Unknown,bugs notices high bounties various animals 50 bounty 510 today foxes 75 770 today bears offended twocent bounty 021 today rabbits bugs mailed washington dc supercilious game commissioner explains bounty low foxes bears obnoxious animals damage property rabbits perfectly harmless bugs vows prove bad storms slamming game commissioners door hard glass shatters bugs begins campaign attacking guard leg billy club pulls stunts like renaming barney baruchs private bench bugs bunny paints barbershoppole stripes washington monument painting bugs bunny wuz bugs travels around rewiring lights times square read bugs bunny wuz different newspapers comment bugs actions first shuts niagara falls reveals barrels underneath bugs sells entire island manhattan back native americans shown walking wearing feathered headband smoking peace pipe asiding audience wouldnt take back unless threw set dishes afterwards bugs saws florida rest country quotes south america take away bugs wonders kind devilry commit bugs heads panama swipes locks panama canal represented actual locks quotes got em got em bugs heads arizona fills grand canyon bugs concludes campaign literally tying railroad tracks angry senator claghornesque congressman speaks united states congress demands take action bugs interrupted bugs emerges congressmans hat slaps gives mocking kiss cartoon shows liveaction footage entire war department mobilizing bugs tanks come rumbling garages soldiers pour barracks bugles blow news shown bugs satisfied 1 million bounty 10300000 today head although bounty specifically rabbits general snapped tarzan yell whole us army coming bugs dives fox hole artillery shells surround foxhole bugs quotes could carried thing far missiles explode cuts alcatraz island bugs jail cell quotes ehhh could,257,0.04273333333333333,0.5162666666666667,0.7898832684824902,5.961089494163424,203,0.43023255813953487,0.2441860465116279,0.06976744186046512,26,104.7,0.7112376772340533,0.2887623227659467
American,Unknown,explosion occurs classified research laboratory causing intense fire mutated monster known oxcom outside experimental combat mammal escapes chases golden retriever lab surrounding woods dog outruns hides barn barn travis cornell corey haim girlfriend tracey lala sloatman thinking father travis leaves tracey discovers beast screams summoning father attacked meanwhile travis finds dog back car militarypolice force sweeping area escapees travis starts realize dog extraordinary decides keep meanwhile nso agent named johnson michael ironside dispatched corporation retrieve animals next morning traviss mother informs accident tracey hospital travis mother rush hospital agent johnson partner allow see travis pushes past traceys room find completely empty men claim transferred better location travis puzzled men armed home travis mother displeased dog allows keep travis shows level intelligence dog possesses bathing dog travis sees gh3 tattooed ear concludes research dog would explain superior intellect agent johnson stops travis house ask questions dog hides dog tracks travis school types ang er n computer travis given detention bringing pet school meanwhile 3 travis friends murdered oxcom woods oxcom traces dog school two staff members killed one able call police nowsuspicious sheriff policewoman arrive also killed sheriff confronts agent johnson forced tell sheriff truth regarding killer asks move quieter location away press explains scientific project gone wrong oxcom chasing dog targets kills anything comes across contact dog abruptly murders sheriff family friend fixing washing machine mentions man stopped earlier asking owned dog travis realizing nso sneaks house mother stops drive away telling together back inside find friend dead run upstairs dog locking bedroom door beast begins break mother climbs onto adjacent rooftop travis grabs hunting gun tells start truck jumps window followed dog knocked oxcom fires picks injured dog three drive veterinarian noticing code dogs ear vet calls authorities travis catches leave vets office nso agents arrive next morning agents track motel staying mother creates diversion allowing travis dog escape nso agents travis takes dog fathers old cabin woods mother insists nso agents let visit tracey although johnson claims nso protecting recovers travis mother realizes sedated tracey unharmed room medical equipment nso holding prisoner agents take women cabin use hostages travis throws homemade molotov cocktail nso agents allowing two women run cabin agent johnson fires stopped partner balks murdering woman two kids johnson reveals corporations third experiment genetically engineered assassin conscience kills partner tussle johnson travis stabbed leg knife dog jumps window onto johnson allowing travis stab neck johnson unfazed stab wound claims die anyway shot death mrs cornell armed homemade weapons team readies beast arrives travis shoots throws dog truck windshield travis follows woods finds injured sobbing first cannot bring kill attacks forced finish travis mother tracey dog regroup leave beaten truck farmhouse burns,445,0.03108974358974359,0.3637820512820513,0.6674157303370787,5.9820224719101125,297,0.37668161434977576,0.2533632286995516,0.07399103139013453,23,176.8,0.13398565600460202,0.8660143439953979
Bollywood,Adurthi Subba Rao,widowed wealthy durgadas prasad nazir hussain sole owner shriman mills one son falls love woman poor family disappoints durgadas asks son leave son leaves gets married soon son unfortunately durgadass son live long leaving wife son destitute durgadas change heart goes around looking son family vain years later durgadas much older expected live long recruits secretary gayetri looks relatives insist adopt distant nephew anokhey agrees gayetri bring home young man billoo operates simple dal roti restaurant durgadas jubilant verifies billoo indeed grandson throws grand party party durgadas nazir hussain passes away leaving everything billoos hands billoo changes name balraj starts look grandfathers business durgadass relatives iqbal nath daughter rekha cousin satwani son anokhey along advocate ramesh khanna conspire concoct plan plan devious entrap billoo gayetri also make loathe day met durgadas,131,0.06408199643493762,0.49061624649859953,0.7786259541984732,5.916030534351145,102,0.2748091603053435,0.22900763358778625,0.08396946564885496,13,54.4,0.08831458823753956,0.9116854117624604
American,Unknown,sorting mail dr agasas house conan finds invitation addressed jimmy leo joel famous architect jimmy calls rachel using voicechanging bowtie asks go place rachel agrees condition jimmy goes movie saturday saturday morning conan receives call strange man challenges jimmy game conan accepts challenge mystery caller gives clues leading bombs hidden tokyo conan finds destroys every one locations bombs near structures designed joel conan deduces bomber joel planned destroy inferior works create perfect new building upon arrest joel reveals location final bombs beika city building location jimmy rachels date bombs explode seal entrances exits trapping rachel others inside conan makes way collapsing building warped door blocks rachel using tie cell phone calls rachel asks look bomb rachel finds large shopping bag disarm bomb jimmy tells rachel wires cut however joel made two extra wires one red one blue one boobytrapped jimmy idea jimmy tells rachel cut either one rescue team arrives carries away jimmy realizes joel knew rachels favorite color red boobytrapped red one last minutes rachel makes desperate decision cuts blue wire red wire represents red string fate jimmy,179,0.04472648563557654,0.3424144037780401,0.6815642458100558,5.58659217877095,122,0.33519553072625696,0.26256983240223464,0.0893854748603352,18,71.9,0.4224136186466863,0.5775863813533136
British,Nick Park,eccentric inventor wallace peter sallis devised mechanism dress morning gives intelligent dog gromit pair techno trousers robotic legs take walks pay debts wallace decides advertise spare bedroom let room taken inscrutable penguin irritates gromit pushing room playing loud music penguin takes interest techno trousers seeing gromit use suction feet walk ceiling decorating gromit driven house penguin secretly rewires techno trousers radio control gromit hunts lodgings discovers wanted poster offering reward capture criminal chicken name feathers mcgraw fact chicken lodger penguin disguises rubber glove head wallaces morning routine interrupted feathers replaces clothes techno trousers sends extended test run gromit spies feathers takes measurements city museum gromit returns home discovers feathers plans steal diamond museum wallace sleeps feathers marches museum uses trousers infiltrate building uses remotely operated crane claw capture diamond triggers alarm waking wallace feathers marches back house armed gun traps gromit wardrobe gromit rewires trousers make march break open wardrobe wallace chase feathers aboard model train set wallace confiscates feathers gun frees trousers feathers train collides trousers captured bottle arrested imprisoned city zoo wallace gromit celebrate paying debts reward money techno trousers consigned dustbin walk sunset,186,-0.11818181818181818,0.5681818181818182,0.6881720430107527,6.376344086021505,128,0.5376344086021505,0.27956989247311825,0.06451612903225806,4,77.0,0.44989383372526526,0.5501061662747346
Telugu,J. Prabhakar Reddy,movie starts sudheer babu sudheer babu praveen praveen nanditha nanditha planning combined flawless suicide failures respective lives firstly try fulfill last wishes leaving world nanditha wants steal new car sudheer wants slap local mla house stealing new car slapping local mla trio flee away nearby resort escaping police resort car stolen trio enters resort food saptagiri yet another suicide aspirant joins four reach farm house praveen nanditha love sudheer plan postpone suicide 3 days prevent sudheer committing suicide due love failure plan turns successful interval 3 days four get close sudheer develops feelings nanditha hesitates tell fear humiliated end 3rd day praveen asks nanditha kiss sudheer divert death per male psychology meanwhile requests sudheer kiss nanditha wants experience first kiss dying sudheer accepts shame shyness tries kiss ghost enters body nanditha forces sudheer flabbergasted sudheer runs room whenever nanditha shows feelings sudheer sudheer reacts hugging touching ghost enters body scares sudheer away unaware ghosts entry body nanditha feels depressed night sudheer comes know nanditha nanditha hotel management student falls sudheer neighbor sudheer never observes intimacy another girl leads nanditha plan propose sudheer cost praveen wants prevent sudheer committing suicide uses opportunity plans combined suicide thus four aware going die praveen hears sudheer describing nanditha ghost rushes nandithas room scold ask apology sudheer see ghost enter body thrash night saptagiri experiences ghosts fury villainous best trio decide distance always stay together next morning try get ghost vacate nandithas body earn wrath ghost nanditha comes know ghosts presence accompanies trio escape vain nanditha observes sudheer avoiding escape wrath ghost gets deeply hurt depressed resulting suicide attempt slitting wrist three rich men enter farm house permit four stay one owner farm house sudheer reaches nanditha turn requested kill three ghost sudheer asks reason vengeance ghost narrates story trio ghost lakshmi newly married girl enters farm house husband first night three men drunk break boys head champagne bottle rape girl boy dies impaled accidentally drowning swimming pool three men bury nearby sudheer praveen saptagiri decide fight successful killing ghost leaves nandithas body trio take nearby hospital sudheer donates blood gains consciousness movie ends saptagiri praveen watching couple hugging other6,355,0.20800189393939394,0.36564867424242425,0.5859154929577465,5.943661971830986,208,0.4704225352112676,0.2591549295774648,0.09014084507042254,19,141.7,0.08597489837691066,0.9140251016230894
American,Stuart Heisler,easygoing melody jones gary cooper friend george fury william demarest wander town jones mistaken wanted bandit named monte jarrad dan duryea causes end trouble meanwhile real jarrad hiding home girl cherry de longpre loretta young first tries use newcomer distract townsfolk gets know jones feelings start change,47,0.049999999999999996,0.32666666666666666,0.9361702127659575,5.680851063829787,44,0.2978723404255319,0.10638297872340426,0.0425531914893617,5,20.4,0.23662133252378842,0.7633786674762115
American,Donald Cammell,bruno buckingham financier married virginia affair alex lee banker parttime hooker alex,12,0.25,0.25,0.9166666666666666,6.333333333333333,11,0.0,0.0,0.0,3,9.2,0.22187904876940517,0.7781209512305949
American,Jim Field Smith,film takes place around johnson county iowa destiny shahidi tenyearold foster child iowa gets placed ethan corddry jill emmet silverstone visiting iowa state fair wanders exhibit winning butter sculpture lifesized last supper skillfully finishes holy grail cup impresses sculptures creator bob pickler burrell bob fairs buttersculpture contest past 15 years straight dominance asked abstain future competitions give others chance bobs wife laura garner overly competitive socially ambitious goes home competitions organizer protest bob goes strip club solicits stripper brooke wilde sex minivan laura discovers tbones van suv laura decides enter countys preliminary sculpture competition social status comes winning destiny decides enter well brooke wants harass picklers bob owes 600 despite practice laura comes second destiny brooke appears picklers seeking money bobs daughter kaitlin greene admits takes room talking bit kaitlin challenges brooke game truthordare escalates sex kaitlin drawn brookes alternative style attitude brooke wants money ups amount 1200 kaitlin says get meanwhile kaitlins stepmom laura hooking boyd bolton jackman old highschool boyfriend usedcar salesman shes seducing get falsely testify county officials ethan paid help destiny competition laura suggests rematch state fair destiny agrees everyone else disgruntled brooke gets money infatuated kaitlin meets destiny school takes mall buy 1200 set chefs knives help rematch laura destiny gets home social worker informs biological mother died state fair laura carves replica john f kennedys car immediately assassination complete presidents blownup skull jackie kennedy clint hill crawling onto trunk destiny creates biological mother holding infant self rocking chair night judging boyd sneaks buttersculpture room defaces destinys sculpture blowtorch destiny disappointed expecting lose encounters laura restroom offers forgiveness handshake laura tells destiny winning buttersculpting contest means little girl comprehend laura feels little opportunity distinguish otherwise destiny talent entire life realize potential despite damage destinys sculpture wins sabotage piece recognized higher art judges believe melted face lends butter sculpture greater depth destiny goes win state competition judges give positive critique piece deeming angstridden exploration postnatal abandonment upon victory destiny assures laura buttercarving contest laura kneels destiny hugs understanding must move greater triumphs later destiny officially adopted emmets laura running governor iowa claiming god appeared advised run,350,0.14761586452762923,0.43221925133689837,0.7314285714285714,6.42,256,0.38746438746438744,0.24216524216524216,0.08831908831908832,22,142.2,0.07423126358309307,0.9257687364169069
American,Sean S. Cunningham,summer 1958 camp crystal lake two counselors named barry claudette sneak away campfire storage barn prepare sex unseen assailant enters murders twenty one years later friday june 13 1979 newly hired counselor annie phillips asks directions reopened camp crystal lake elderly man crazy ralph warns going believing camp death curse friendly truck driver named enos agrees give annie lift halfway camp drive enos warns annie camp informing young boy drowned crystal lake 1957 two murders following year enos drops annie hitches another ride unseen assailant chases woods slashes throat camp counselors ned jack bill marcie brenda alice along owner steve christy refurbish cabins facilities thunderstorm approaches steve leaves campground stock supplies meanwhile killer arrives camp begins murder counselors one one strange incidents ned sees someone walk one cabins follows jack marcie sex one cabins bunk beds unaware neds body directly throat slit soon jack killed throat pierced arrow beneath bed killer murders marcie slamming axe face brenda hears childs voice calling help ventures outside cabin archery range range lights turn attacked offscreen steve returns camp confronted unseen killer recognizes stabbed alice bill worried friends disappearances leave main cabin investigate discover bloody axe brendas bed phones disconnected cars inoperable power goes bill goes check generator alice heads look upon finding bills body impaled arrows generator rooms door flees back main cabin hide traumatized brendas body thrown window alice sees vehicle pull rushes outside thinking steve instead greeted middleaged woman named mrs voorhees claims old friend steves alice brings inside mrs voorhees reveals son jason boy drowned 1957 blames death counselors supposed watching instead sex paying attention jasons drowning revealing killer mrs voorhees turns violent rushes toward alice bowie knife attempting kill ensuing chase alice finds annies body inside mrs voorhees car steves body hanging roof following confrontation mrs voorhees knocked alice escapes shore begins relax mrs voorhees finds attempts kill final struggle alice decapitates machete afterwards traumatized alice boards falls asleep inside canoe floats crystal lake alice awakens sees police arriving jasons decomposing body suddenly emerges drags underwater awakens hospital police officer medical staff tend asks jason officer says sign boy alice says hes still lake shown peace,357,-0.0627209595959596,0.336300505050505,0.6778711484593838,5.8543417366946775,242,0.3994413407821229,0.2681564245810056,0.061452513966480445,22,142.5,0.2874559522238568,0.7125440477761433
Telugu,Mohan Krishna Indraganti,anil sumanth ashwin want settle arranged marriage mother sujatha rohini keen get married decides push hyderabad escape pressure support father rao ramesh hyderabad comes across ananya eesha falls ananya painter greeting cards designer works latha jhansi anil starts wooing ananya falls romantic charms ananya apprehensive taking relationship parents sridhar ravi babu tv serial creative head vidhya madhoobala yoga expert bitten acting bug keep arguments worries anil sets company supplying flowers ananya expresses apprehensions anil also similar worries relationship becomes boring mundane marriage question minds decide secret livein relationship see compatible rent flat 2 months condition try impress thus starts life unsure note one night ananya food poisoning menstrual period anil cant stand people ailments losing heated argument takes hospital returning home argue reconcile next morning anil ananya sex previous night worried getting pregnant fortunately ananya found risk next day couple babysit lathas son depart us emergency though find initially hard get along child days happens continue weeks ananya annoyed anil ignores indulged babys care ananya leave mumbai painting exhibition week comes know mother going divorce father winning award best vamp serial aired sridhars rival channel latha returns anil vacates flat ananya tells wants put stop livein relationship meanwhile anils father comes know betrayal done sujatha marriage shares anil anils father loved shyamala pragathi marriage opposed anils grandparents time sujatha love anils father coerced shyamala family leave town paving way marriage shyamala hospital hyderabad duo goes hospital shocked find donor required liver tissue sujatha act repentance sin separating raising level respect love hearts husband son hand sridhar filled sorrow vidya left surprise sridhar ananya vidya returns next morning hearing anils life ananya past 2 months gaining acceptance families emotional ananya reconciles anil,281,0.06527777777777778,0.4475,0.7402135231316725,6.04270462633452,208,0.40070921985815605,0.2375886524822695,0.09574468085106383,24,114.1,0.06997768429418624,0.9300223157058138
Australian,Peter Weir,several people gather homesdale hunting lodge including butcherrock singer mr kevin war veteran mr vaughan octogenarian mr levy tormented homesdales staff forced participate series games death murder true character guests starts emerge,32,0.012499999999999983,0.21250000000000002,0.9375,6.375,30,0.40625,0.21875,0.09375,2,18.1,0.15171495549587852,0.8482850445041215
British,Sidney Hayers,norman taylor peter wyngarde psychology professor lecturing belief systems superstition scene wife searches frantically finds poppet left jealous work rival discovers wife tansy janet blair practising obeah referred film conjure magic learned jamaica insists charms responsible rapid advancement academic career general wellbeing firm rationalist norman angered acceptance superstition forces burn magical paraphernalia almost immediately things start go wrong female student judith stott accuses norman rape boyfriend bill mitchell threatens violence someone tries break taylors home thunderstorm tansy willing sacrifice life husbands safety almost drowns saved last minute norman giving practices despises tansy attacks knife trance norman disarms locks room limping walk attack gives norman clue person responsible ill luck university secretary flora carr margaret johnston wife lindsay whose career stalled favour normans flora uses witchcraft set fire taylor home tansy trapped inside using form auditory hypnosis loudspeaker system flora convinces norman giant stone eagle atop university chapel come life attack lindsay arrives office turns loudspeaker illusory eagle vanishes tansy escapes burning home rejoins longer skeptical husband way campus lindsay sees chapels heavy doors ajar left thus norman escape eagle insists upon securing despite floras protests waits eagle statue falls roof kills,191,-0.062499999999999986,0.5066666666666666,0.8272251308900523,6.356020942408377,158,0.44502617801047123,0.2094240837696335,0.09424083769633508,17,81.3,0.13095230399982732,0.8690476960001726
British,Peter Sasdy,three gentlemen william hargood samuel paxton jonathon secker formed circle ostensibly devoted charitable work reality indulge brothels one night intrigued young man bursts brothel immediately tended snapping fingers despite brothelkeepers objections gentlemen informed lord courtley disinherited father celebrating black mass years ago hoping intense pleasures hargood meets courtley outside brothel younger man takes three cafe royal promises experiences never forget insists go see weller purchase draculas ring cloak dried blood done three meet courtley abandoned church ceremony puts dried blood goblets mixes drops blood telling men drink refuse drinks blood screams falls ground grabs hargoods legs three gentlemen kick beat stopping courtley dies flee return respective homes normal lives courtleys body left abandoned church transforms dracula vows destroyed servant destroyed dracula begins revenge hargood begun drink heavily also treats daughter alice harshly furious continues see paul paxtons son dracula takes control alices mind via hypnosis drunken father chases picks shovel kills next day hargood found dead alice missing police inspector charge case refuses investigate alices disappearance citing lack time resources fathers funeral alice hides behind bushes attracts attention pauls sister lucy telling meet night enter abandoned church alice introduces dark figure lucy assumes alices lover greeted dracula turns vampire hargood dead alice lucy missing paxton fears courtley exacting revenge together secker visits abandoned church check courtleys corpse body missing discover lucy asleep coffin marks throat secker realizes vampire tries stake paxton shoots arm forcing flee secker stumbles way home paxton weeps daughters body finally develops courage stake lucy awakens dracula appears alice pins paxton lucy drives wooden stake chest night seckers son jeremy sees lucy fiance window comes see sinks fangs throat enslaving dracula watches vampire jeremy stabs father lucys orders way back church lucy begs draculas approval instead drains dry leaves destroyed back church prepares bite alice cock crows returns coffin seckers body causes jeremys arrest police inspector assumes hated father stabbed rage paul disagrees inspector refuses listen hands paul letter ramblings lunatic calls secker instructs paul fight vampires following seckers instructions paul makes way abandoned church finds lucys exsanguinated body en route floating lake church bars door large cross clears altar black mass instruments replacing proper materials calls alice appears together dracula paul confronts dracula cross alice still entranced disarms seeks draculas approval dismisses tries leave prevented cross barring door retreat also barred cross angry disappointed alice threw floor dracula climbs balcony throws objects paul alice backing stained glass window depicting cross breaks glass suddenly sees changed surroundings hears lords prayer recited latin dazzled overwhelmed power newly resanctified church dracula falls altar dissolves back bloody dust vampire destroyed paul alice leave,433,-0.10107284020327499,0.3402126858648598,0.674364896073903,6.161662817551963,292,0.4018475750577367,0.2748267898383372,0.06235565819861432,29,173.3,0.3561312005362477,0.6438687994637523
American,George Sherman,plot revolves around black velvet wild stallion runs rampant across range two people reformed bad man lin sloan played howard duff tomboyish farmers daughter lucy bostel ann blyth think tame process tame,32,-0.23999999999999994,0.3866666666666667,0.96875,5.375,31,0.34375,0.15625,0.125,3,12.2,0.14294280863137096,0.857057191368629
American,Robert Mandel,david greene brendan fraser workingclass jewish teenager scranton pennsylvania 1950s given football scholarship st matthews exclusive massachusetts prep school senior year due grades ability play football upon arrival meets teammates rip van kelt randall batinkoff charlie dillon matt damon jack connors cole hauser roommate chris reece chris odonnell learns schools cherished honor code system soon learning new friends prejudiced jews suppresses background david becomes team hero wins attentions beautiful débutante sally wheeler amy locane dillon claims girlfriend afterglow victory schools chief rival st lukes dillon inadvertently discovers david jewish jealousy makes widely known causing sally teammates turn davidsoon finds sign bed bearing swastika words go home jew david constantly harassed classmates led richard mcgoo collins anthony rapp bodyguardlike roommate chesty smith ben affleck reece another unnamed student remain loyal greene overwhelmed pressure prestigious family dillon uses crib sheet cheat important history exam david van kelt spot remain silent dillon gets pushed leaving class drops sheet floor test teacher mr geirasch michael higgins discovers informs class fail cheater confess leaves task finding cheater students led van kelt head prefect david confronts dillon threatens turn confess dillon unsuccessfully attempts buy davids silence money david reveal dillon students dillon accuses david agree leave trust rest class decide telling truth majority class blame david antisemitic prejudice reece unnamed student connors going selfprofessed antisemitism argue unlike david cheat dishonest despite class votes david guilty prompting van kelt tell report elitist headmaster dr bartram peter donat confess cheating david goes bartrams office says cheater unbeknownst van kelt already told headmaster real offender dillon bartram tells david van kelt reported offense absolves dillon meanwhile expelled david leaves headmasters office sees dillon leaving school dillon says accepted harvard anyway years later everybody forgotten cheating school david still jew youll still prick david replies walks away,297,0.043418560606060586,0.4247632575757575,0.7407407407407407,6.198653198653199,220,0.31543624161073824,0.2214765100671141,0.07718120805369127,32,120.3,0.11013454638964885,0.8898654536103512
American,Charles Hutchison,first mate woolf barstow corrupt merchant marine officer crewing cargo ship sails manilasingapore trade route henchmen intend blow vessel coast luzon order collect insurance premium,25,-0.125,0.6666666666666666,1.0,6.28,25,0.6,0.12,0.12,1,15.4,0.7638140389959404,0.23618596100405978
American,Gerardo de Leon,william fitzgerald richard derr lone survivor shipwreck washes ashore blood island later found dr charles girard francis lederer scientist set laboratory island wife frances girard greta thyssen assistant walter perrera oscar keesee islands natives scared dr girard due strange ideas link man animals leave island doctor experimented panther changing halfmanhalfpanther beast regularly escapes kills villagers time passes island fitzgerald frances eventually fall love creature manages free confines goes rampage killing walter abducting frances william charles hot pursuit creature eventually cornered edge cliff hurls charles death creature turn others shot william fleeing towards beach creature helped sympathetic young native tiago drifts sea small boat2,103,0.1325,0.4651923076923078,0.8252427184466019,6.378640776699029,85,0.36893203883495146,0.23300970873786409,0.0970873786407767,8,44.6,0.10482635773775324,0.8951736422622467
American,Richard Wilson,ned sherwood blackjack dealer havana casino given counterfeit peso bills woman confronts woman fact counterfeit denies leaves night way home two thugs attack ned run police summoned guillermo mastegui chief secret section cuban national police interrogates ned attack accuses involved plan flood cuba worthless currency mastegui us treasury agent plan ned followed hope lead head counterfeiter ned loses job cant leave cuba meets young woman anita ferrer believes bills well engraving plates made offers buy anita takes meet father president bank cuba señor ferrer explains ned mastegui suspects three million counterfeit pesos manufactured chicago laundered bank act would destroy confidence bank government ferrer anxious discover behind plot ned tells ferrer knows nothing matter leave ferrers daughter josefina returns home ned recognizes woman passed notes casino says nothing fina agrees meeting ned denies involvement counterfeiting offers seen hope ringleaders show hand visiting several nightclubs fina admits took counterfeit money pocket carlos rubi sisters boyfriend upon leaving club ned fina kidnapped miguel collada trusted banking aide father henchman chuchu collada reveals behind scheme substitute counterfeit bills chemically aged bundles old withdrawn bills burned supervision keep genuine old currency fears associate rubi may stolen plates could connect swindle help ned falling love fina suggests collada rubi may hidden plates el morro castle rubi anita used play children meanwhile anita meets rubi try extricate colladas scheme became involved order pay substantial debts collada fina depart el morro leaving chuchu guard ned rubi comes house intending kill collada shot killed chuchu ned escapes alerts mastegui goes anita el morro catch collada fina collada uses fina shield gunfight anita tries bargain killed collada ned jumps collada fight castles parapet collada falls plates sea eaten sharks protect ferrer knowledge anitas wrongdoing mastegui declares died hero considers case closed ned fina walk together,295,-0.10555555555555556,0.34444444444444444,0.6915254237288135,5.918644067796611,204,0.3344594594594595,0.25675675675675674,0.06756756756756757,21,119.5,0.06765766013339766,0.9323423398666024
American,Cheryl Dunye,childhood friends lonnie dominic g rude awakening find girlfriends pregnant lonnie g sons carver bruceleroy dominic daughter jasmine unique set problems lonnies girlfriend rolonda interested partying mother dominic discovers girlfriend nia lesbian fallen love midwife g aspiring boxer unable fully commit girlfriend xixi throughout movie three men particularly g dominic determined continue normal way living fathers time lonnie garbageman among parttime jobs g works store xixis family runs dominic managing pair white rappers momentarily lose kids party threw realize much kids depend gradually become responsible fathers lonnie falls love woman mommy class named brandy treats badly date due believing wouldnt like real nia reveals dominic shes lesbian feels involved career ever father gs cousin good robs store help get supplies son xixi feels takes bruceleroy away three given talking lonnies uncle virgil realize much love kids lonnie apologizes brandy stays true forgives storms rolondas house takes carver criticizing baby get child support payments knocks cousin big swoll dominic goes nia tells much loves jasmine needs part life gs girlfriends father tells story triads daughter realized much family meant leading g proposing xixi end movie revealed lonnie brandy married 2 children lonnie also achieved dream becoming successful inventor dominic started childrens music album g fatherinlaw open martial artsboxing studio called mo fo dojo good learning organic foods goes become successful food show personality called organic gangster lastly toast great babies daddies end realize three little babies turned three grown men,239,0.21653225806451615,0.4884408602150536,0.7238493723849372,5.853556485355648,173,0.2987551867219917,0.2572614107883817,0.12863070539419086,8,97.7,0.07002038023401957,0.9299796197659804
American,Mark Robson,early summer 1950 martin greer owns small construction company army combat engineer four years world war ii wife nancy two young children employee george kress asks martin write letter selective service system stating son george jr indispensable company thus exempt draft martin refuses george jr joins army korean war begins martins younger brother jack love college student carrie turner daughter judge local draft board despite trick knee drafted jack suspects father opposes relationship reason jack martins mother lost son last war asks martin write indispensable letter brother seriously considers nancy criticizes jack reluctance serve jack joins army briefly sees george jr latter goes korea army reports george jr missing action father drunkenly blames martin martins former superior rejoined military asks martin join although eligible exemptions agrees jack carrie marry furlough also goes overseas,133,0.08333333333333333,0.33627450980392154,0.7142857142857143,5.842105263157895,95,0.2556390977443609,0.19548872180451127,0.08270676691729323,26,56.3,0.16039554265279296,0.839604457347207
British,Harold S. Bucquet,british captain terence stevenson robert donat accepts assignment even dangerous everyday wartime job defusing unexploded bombs fluent romanian german studied chemical engineering parachuted romania assume identity captain jan tartu member fascist iron guard makes way czechoslovakia steal formula new nazi poison gas sabotage chemical plant manufactured however contact arrested arrange job factory tartu instead assigned work foreman munitions factory issued german uniform billeted house anna palacek phyllis morris daughter pavla glynis johns works plant also living german inspector otto vogel walter rilla lovely maruschuka lanova valerie hobson lives well making popular german officers day pavla shoots german earlier man loved executed tartu provides alibi winning trust reveals secret agent needing get chemical plant asks help contact czech underground surprised contrives maruschuka go date talk guardedly make clear working nazis work next day pavla seen attempting sabotage whispers tartu protect denouncing summarily executed factory manager rewards tartu arranging transfer wants chemical plant day maruschuka contacts dr novotny martin miller leader local resistance group says trusts tartu however already concluded saved pavla trick win confidence underground order killed arrange avoiding execution 200 czechs nazis retribution maruschuka returns home comes seductively vogel tells shes sure tartu spy vogel says call gestapo suggests vogel advance career taking initiative killing tartu vogel wants evidence goes tartu night vogel overhear talking interrupted happen next day tartu goes work dr willendorf percy walsh head chemical plant dismayed learn first shipment gas scheduled following night desperate reach resistance pretends get drunk bar brags knows six czech resistance members arrested killed idea works abducted underground great deal effort finally convinces side working night manufacture enough miniature bombs demolish plant properly placed palacek house vogel checks tartus credentials happily informs maruschuka tartu indeed spy believes vogel trying stop telling anyone else accidentally kills hurries chemical plant warn tartu danger sounds air raid alarm runs plant setting bombs places germans quickly realize saboteur manages complete task escape heavily guarded plant blows driven away finally maruschuka pilot steal german bomber fly safety proposes simple little wedding,334,0.12118629476584021,0.4492555424373606,0.7485029940119761,6.24251497005988,250,0.4059701492537313,0.2507462686567164,0.11940298507462686,30,137.1,0.06476313532308955,0.9352368646769105
